loan_id,origination_date,orig_credit_score,current_credit_score,original_balance,current_balance,credit_limit,interest_rate,days_past_due,watchlist_flag,default_flag,months_on_book,utilization,credit_score_change,stage,LGD,EAD,balance_to_original_ratio,high_utilization_flag,score_deteriorated_flag,loan_type_term,region_North,region_South,region_West,loan_purpose_debt_consolidation,loan_purpose_home_improvement,loan_purpose_personal,PD_12month,years_remaining,PD_lifetime,PD_used,ECL
114,2022-02-16,688,686,8851.67,885.17,1468.36,3.93,5,1,0,35.0,0.603,-2,Stage 2,0.893,1176.76,0.1,0,0,False,False,True,False,True,False,False,0.3418956809201535,2.0833333333333335,0.5817389944887702,0.5817389944887702,611.32
115,2024-10-01,559,542,10420.99,9834.79,,10.98,65,0,1,3.1,,-17,Stage 2,0.631,9834.79,0.944,0,0,True,False,False,True,False,True,False,0.8830691994182186,4.741666666666666,0.9999619434299372,0.9999619434299372,6205.52
116,2024-01-23,557,513,1389.76,1079.05,2624.05,11.92,59,1,1,11.5,0.411,-44,Stage 2,0.691,1851.55,0.776,0,1,False,False,True,False,False,True,False,0.8751572045645571,4.041666666666667,0.9997772578449378,0.9997772578449378,1279.14
117,2021-11-24,810,812,7351.87,735.19,1179.6,8.39,7,0,0,37.8,0.623,2,Stage 1,0.895,957.4,0.1,0,0,False,False,True,False,True,False,False,0.05650498955868337,1.85,0.1020166703310631,0.05650498955868337,48.42
118,2021-04-10,717,696,12862.23,2991.18,,10.12,1,0,0,45.4,,-21,Stage 1,0.921,2991.18,0.233,0,0,True,False,False,False,False,False,True,0.18070250158939347,1.2166666666666668,0.21532951876112139,0.18070250158939347,497.81
119,2022-04-06,687,682,31766.84,20287.53,32343.52,12.96,10,0,0,33.4,0.627,-5,Stage 1,0.409,26315.52,0.639,0,0,False,True,False,False,False,False,False,0.46029485467096865,2.216666666666667,0.7451525037144424,0.46029485467096865,4954.18
120,2024-08-31,701,691,12514.3,11318.21,,15.03,4,0,0,4.1,,-10,Stage 1,0.876,11318.21,0.904,0,0,True,True,False,False,False,False,True,0.28027914397505305,4.658333333333333,0.7839159509850256,0.28027914397505305,2778.9
121,2021-01-25,688,686,25670.24,4548.59,12861.49,7.81,6,0,0,47.9,0.354,-2,Stage 1,0.459,8705.04,0.177,0,0,False,True,False,False,False,False,False,0.40995386009523566,1.0083333333333333,0.41254217910412283,0.40995386009523566,1638.02
122,2022-05-09,739,737,8416.61,2272.59,5153.13,8.74,1,0,0,32.3,0.441,-2,Stage 1,0.928,3712.86,0.27,0,0,False,False,True,False,False,False,True,0.1554343851943797,2.3083333333333336,0.32291152429938086,0.1554343851943797,535.55
123,2021-12-19,642,613,5363.22,536.32,,10.36,14,0,0,37.0,,-29,Stage 1,0.697,536.32,0.1,0,0,True,False,False,True,False,True,False,0.493950749491901,1.9166666666666665,0.728958262226838,0.493950749491901,184.65
124,2023-05-19,691,678,13648.98,10774.05,,5.36,3,0,0,19.8,,-13,Stage 1,0.628,10774.05,0.789,0,0,True,False,False,False,False,True,False,0.2690890137196544,3.3499999999999996,0.6500983094434389,0.2690890137196544,1820.68
125,2024-02-15,693,672,16885.9,12741.89,,3.0,6,0,0,10.7,,-21,Stage 1,0.821,12741.89,0.755,0,0,True,True,False,False,True,False,False,0.3110301994250176,4.108333333333333,0.7835924387581109,0.3110301994250176,3253.72
126,2021-07-18,617,583,7464.14,746.41,,5.0,31,1,0,42.1,,-34,Stage 2,0.495,746.41,0.1,0,1,True,False,True,False,False,False,False,0.7173251866761862,1.4916666666666667,0.848119059269698,0.848119059269698,313.36
127,2024-07-26,756,746,4659.25,4406.09,8622.97,8.17,3,0,0,5.3,0.511,-10,Stage 1,0.461,6514.53,0.946,0,0,False,False,False,True,False,False,False,0.13350268255426498,4.558333333333334,0.47961801180149466,0.13350268255426498,400.94
128,2023-04-27,653,636,9184.66,6086.48,12469.23,6.83,23,0,0,20.5,0.488,-17,Stage 1,0.849,9277.86,0.663,0,0,False,False,False,False,True,False,False,0.4839965804792624,3.291666666666667,0.8867213473637672,0.4839965804792624,3812.39
129,2024-01-08,741,725,21169.29,15141.13,,6.55,3,0,0,12.0,,-16,Stage 1,0.866,15141.13,0.715,0,0,True,False,False,False,False,False,True,0.13014697467847397,4.0,0.42748942497653797,0.13014697467847397,1706.52
130,2024-12-18,686,673,13617.73,13252.37,,9.15,8,1,0,0.5,,-13,Stage 2,0.82,13252.37,0.973,0,0,True,True,False,False,True,False,False,0.3644874034333332,4.958333333333333,0.8943610743573986,0.8943610743573986,9718.97
131,2024-10-09,778,763,6184.12,5770.35,,8.96,3,0,0,2.8,,-15,Stage 1,0.901,5770.35,0.933,0,0,True,True,False,False,False,False,True,0.07978159853632497,4.766666666666667,0.327209235536828,0.07978159853632497,414.79
132,2022-06-10,617,575,6988.63,1190.65,,6.73,23,0,1,31.2,,-42,Stage 2,0.89,1190.65,0.17,0,1,True,False,False,True,True,False,False,0.6324655112715398,2.4,0.9094860668661018,0.9094860668661018,963.76
133,2022-06-25,614,608,22881.14,3903.32,,4.16,18,0,0,30.7,,-6,Stage 1,0.464,3903.32,0.171,0,0,True,False,True,False,False,False,False,0.6937527886523296,2.441666666666667,0.9443891565733049,0.6937527886523296,1256.48
134,2022-04-22,625,599,11809.93,1783.07,,10.22,27,0,0,32.8,,-26,Stage 1,0.483,1783.07,0.151,0,0,True,False,False,True,False,False,False,0.6554531713597959,2.266666666666667,0.9106496930457206,0.6554531713597959,564.49
135,2021-01-10,687,671,3603.95,745.09,1326.93,12.16,6,0,0,48.4,0.562,-16,Stage 1,0.945,1036.01,0.207,0,0,False,True,False,False,False,False,True,0.3560757919282115,1.0,0.3560757919282115,0.3560757919282115,348.61
136,2024-07-07,772,766,29406.41,26820.08,,7.14,3,0,0,5.9,,-6,Stage 1,0.404,26820.08,0.912,0,0,True,False,False,True,False,False,False,0.1246497119816825,4.508333333333333,0.4512978805593243,0.1246497119816825,1350.62
137,2022-06-08,775,778,3839.98,1486.12,,7.85,8,0,0,31.3,,3,Stage 1,0.486,1486.12,0.387,0,0,True,False,True,False,False,False,False,0.11454823017111548,2.3916666666666666,0.25245717535621026,0.11454823017111548,82.73
138,2023-03-21,541,509,26652.88,14214.62,36082.16,11.44,65,0,0,21.7,0.394,-32,Stage 2,0.418,25148.39,0.533,0,1,False,False,False,False,False,False,False,0.930486617701985,3.1916666666666664,0.9997985030971538,0.9997985030971538,10509.91
139,2023-02-11,694,690,8601.49,6503.84,,12.15,3,0,0,23.0,,-4,Stage 1,0.446,6503.84,0.756,0,0,True,False,False,False,False,False,False,0.31865662527767485,3.083333333333333,0.6936541875180392,0.31865662527767485,924.33
140,2023-05-10,487,449,5869.73,2553.52,4680.54,7.63,99,0,1,20.1,0.546,-38,Stage 3,0.675,3617.03,0.435,0,1,False,False,False,False,False,True,False,0.9718144509809964,3.325,0.9999929799838971,0.9999929799838971,2441.48
141,2023-10-27,727,718,15084.97,11293.76,25084.93,8.69,3,0,0,14.4,0.45,-9,Stage 1,0.826,18189.34,0.749,0,0,False,False,False,False,True,False,False,0.179921802552762,3.8,0.5294020722003152,0.179921802552762,2703.22
142,2023-11-25,747,751,11243.34,9244.77,,13.43,3,0,0,13.4,,4,Stage 1,0.834,9244.77,0.822,0,0,True,True,False,False,True,False,False,0.16426300427518636,3.8833333333333333,0.5018382399350543,0.16426300427518636,1266.49
143,2021-06-24,677,658,9065.25,3546.02,,11.63,11,0,0,42.9,,-19,Stage 1,0.667,3546.02,0.391,0,0,True,True,False,False,False,True,False,0.38905129526144894,1.4250000000000003,0.5044850448483595,0.38905129526144894,920.18
144,2022-03-18,685,670,15696.49,7051.5,,5.58,7,0,0,34.0,,-15,Stage 1,0.443,7051.5,0.449,0,0,True,False,True,False,False,False,False,0.37164352018735647,2.1666666666666665,0.6345904621378211,0.37164352018735647,1160.95
145,2024-03-16,684,667,4365.53,3636.57,,3.85,6,0,0,9.7,,-17,Stage 1,0.866,3636.57,0.833,0,0,True,False,True,False,True,False,False,0.30652235281281986,4.191666666666666,0.7843938765810663,0.30652235281281986,965.32
146,2024-05-01,632,624,14438.57,11104.68,,8.17,30,0,0,8.2,,-8,Stage 2,0.826,11104.68,0.769,0,0,True,False,True,False,True,False,False,0.6208980200273324,4.316666666666666,0.9848074633044648,0.9848074633044648,9033.11
147,2023-11-03,705,697,15214.38,11531.77,,6.1,3,0,0,14.2,,-8,Stage 1,0.825,11531.77,0.758,0,0,True,False,True,False,True,False,False,0.25496946094313927,3.8166666666666664,0.6748145893300483,0.25496946094313927,2425.71
148,2021-09-03,666,650,8547.62,3466.63,,10.4,11,0,0,40.5,,-16,Stage 1,0.917,3466.63,0.406,0,0,True,False,False,True,False,False,True,0.41052876429263724,1.625,0.576355323070574,0.41052876429263724,1305.03
149,2022-11-06,735,706,1000.0,534.69,,11.14,1,0,0,26.2,,-29,Stage 1,0.697,534.69,0.535,0,0,True,False,True,False,False,True,False,0.1350172657714874,2.816666666666667,0.3353837551945831,0.1350172657714874,50.32
150,2021-04-24,673,661,11652.73,4554.35,,9.77,10,0,0,44.9,,-12,Stage 1,0.909,4554.35,0.391,0,0,True,False,False,False,False,False,True,0.3656480832519034,1.2583333333333333,0.4360175722161801,0.3656480832519034,1513.75
151,2023-10-09,628,613,11381.76,8015.69,23776.34,6.58,18,0,0,15.0,0.337,-15,Stage 1,0.889,15896.02,0.704,0,0,False,False,False,False,False,False,True,0.5704482227156725,3.75,0.9579459137515258,0.5704482227156725,8061.32
152,2023-03-05,587,569,10486.53,3813.19,,5.19,40,0,0,22.3,,-18,Stage 2,0.665,3813.19,0.364,0,0,True,False,False,False,False,True,False,0.7583353101659972,3.1416666666666666,0.9884585209433671,0.9884585209433671,2506.5
153,2021-08-21,568,536,2536.64,253.66,,10.98,52,0,0,41.0,,-32,Stage 2,0.899,253.66,0.1,0,1,True,False,False,True,True,False,False,0.863515186217819,1.5833333333333335,0.9572879720929898,0.9572879720929898,218.3
154,2023-09-07,758,760,14553.76,8055.72,,11.49,1,0,0,16.1,,2,Stage 1,0.888,8055.72,0.554,0,0,True,False,True,False,False,False,True,0.11295324420145443,3.658333333333333,0.3549832550063663,0.11295324420145443,808.01
155,2024-09-07,652,638,24634.08,21818.46,47672.84,12.32,16,0,0,3.9,0.458,-14,Stage 1,0.807,34745.65,0.886,0,0,False,False,False,False,True,False,False,0.5035159103537041,4.675,0.9621245811636755,0.5035159103537041,14118.45
156,2021-05-06,700,668,10864.2,2313.59,,8.13,2,0,0,44.5,,-32,Stage 2,0.928,2313.59,0.213,0,1,True,False,False,False,False,False,True,0.23166225210417815,1.2916666666666665,0.2885054900845826,0.2885054900845826,619.42
157,2024-08-29,786,797,4414.62,4164.08,,8.73,1,0,0,4.2,,11,Stage 1,0.862,4164.08,0.943,0,0,True,False,False,False,True,False,False,0.06766173816159245,4.65,0.27803389371622644,0.06766173816159245,242.87
158,2022-05-26,646,625,18190.47,4897.93,14018.92,11.43,9,0,0,31.7,0.349,-21,Stage 1,0.457,9458.42,0.269,0,0,False,False,False,False,False,False,False,0.5185191701419342,2.3583333333333334,0.8215915270798844,0.5185191701419342,2241.3
159,2021-10-08,642,624,34448.67,3444.87,,9.04,19,0,0,39.4,,-18,Stage 1,0.467,3444.87,0.1,0,0,True,True,False,False,False,False,False,0.5879077794178698,1.7166666666666668,0.7816899407260232,0.5879077794178698,945.8
160,2023-03-09,672,650,6153.88,3035.09,4821.66,7.28,10,1,0,22.1,0.629,-22,Stage 2,0.471,3928.38,0.493,0,0,False,False,True,False,False,False,False,0.4335420558771297,3.158333333333333,0.8338802648095551,0.8338802648095551,1542.9
161,2023-09-05,681,673,6348.44,3752.16,,6.48,10,1,0,16.1,,-8,Stage 2,0.665,3752.16,0.591,0,0,True,False,True,False,False,True,False,0.3423621446302798,3.658333333333333,0.7841584458786892,0.7841584458786892,1956.62
162,2023-06-22,793,797,29944.15,22108.34,,11.16,2,0,0,18.6,,4,Stage 1,0.407,22108.34,0.738,0,0,True,False,False,True,False,False,False,0.09232570799391132,3.45,0.28408968283298197,0.09232570799391132,830.76
163,2024-07-30,773,754,11632.23,11015.53,,8.12,1,0,0,5.2,,-19,Stage 1,0.877,11015.53,0.947,0,0,True,True,False,False,False,False,True,0.08796388469549325,4.566666666666666,0.34326781869035095,0.08796388469549325,849.79
164,2022-10-13,717,700,2322.83,1066.23,,7.37,2,0,0,27.0,,-17,Stage 1,0.891,1066.23,0.459,0,0,True,False,False,True,True,False,False,0.1997816681008218,2.75,0.4582195062229002,0.1997816681008218,189.79
165,2022-01-27,766,777,41644.28,22421.62,,10.35,1,0,0,35.7,,11,Stage 1,0.806,22421.62,0.538,0,0,True,False,False,False,True,False,False,0.11629814476563455,2.025,0.22148106894764563,0.11629814476563455,2101.72
166,2022-01-17,669,661,1000.0,619.78,933.94,6.86,6,0,0,36.0,0.664,-8,Stage 1,0.896,776.86,0.62,0,0,False,False,False,True,True,False,False,0.4120273994856167,2.0,0.6542882210443535,0.4120273994856167,286.8
167,2021-08-04,697,681,1940.29,394.09,,7.27,3,0,0,41.5,,-16,Stage 1,0.898,394.09,0.203,0,0,True,False,False,False,True,False,False,0.2593831475819709,1.5416666666666665,0.3705564543852502,0.2593831475819709,91.79
168,2022-06-26,661,640,4757.84,1317.17,,9.12,8,0,0,30.7,,-21,Stage 1,0.938,1317.17,0.277,0,0,True,False,False,False,False,False,True,0.382085202912696,2.441666666666667,0.6913137248837242,0.382085202912696,472.07
169,2022-08-29,602,568,21700.19,8848.2,,7.6,23,0,1,28.5,,-34,Stage 2,0.835,8848.2,0.408,0,1,True,False,True,False,True,False,False,0.7085552809347353,2.625,0.9606938959258298,0.9606938959258298,7097.84
170,2021-04-26,752,738,23017.05,12037.1,,13.24,2,0,0,44.9,,-14,Stage 1,0.873,12037.1,0.523,0,0,True,False,True,False,False,False,True,0.12984360480888857,1.2583333333333333,0.16055298377911542,0.12984360480888857,1364.45
171,2022-05-24,711,702,3762.32,2102.82,,10.6,3,0,0,31.8,,-9,Stage 1,0.93,2102.82,0.559,0,0,True,False,True,False,False,False,True,0.22399705215535454,2.35,0.44896533343785505,0.22399705215535454,438.05
172,2021-09-28,681,683,6550.81,1716.31,,9.38,5,0,0,39.7,,2,Stage 1,0.883,1716.31,0.262,0,0,True,False,True,False,True,False,False,0.3676255717596824,1.6916666666666664,0.5394096262224897,0.3676255717596824,557.14
173,2024-08-07,679,661,16464.97,14341.01,,13.21,6,0,0,4.9,,-18,Stage 1,0.818,14341.01,0.871,0,0,True,False,True,False,True,False,False,0.3503142714389112,4.591666666666667,0.8619628102144654,0.3503142714389112,4109.52
174,2023-11-29,589,562,34126.16,26903.9,,9.24,34,0,0,13.3,,-27,Stage 2,0.804,26903.9,0.788,0,0,True,True,False,False,True,False,False,0.8151864146985655,3.8916666666666666,0.9985992109744798,0.9985992109744798,21600.44
175,2023-11-14,621,591,1000.0,625.9,,12.25,30,0,0,13.8,,-30,Stage 2,0.946,625.9,0.626,0,0,True,False,True,False,False,False,True,0.6085775979278569,3.8499999999999996,0.9729799679731741,0.9729799679731741,576.1
176,2023-02-15,700,687,2068.12,803.63,,6.02,4,0,0,22.9,,-13,Stage 1,0.694,803.63,0.389,0,0,True,False,False,True,False,True,False,0.2449820803237579,3.091666666666667,0.5805458198451199,0.2449820803237579,136.63
177,2023-12-03,648,632,8577.41,6036.64,,7.1,22,0,0,13.2,,-16,Stage 1,0.899,6036.64,0.704,0,0,True,False,False,False,False,False,True,0.4729073278734217,3.9000000000000004,0.917707697060754,0.4729073278734217,2566.44
178,2024-04-08,666,668,3127.97,2375.97,,6.13,15,0,0,8.9,,2,Stage 1,0.677,2375.97,0.76,0,0,True,False,True,False,False,True,False,0.4112426454792406,4.258333333333333,0.8952118266218375,0.4112426454792406,661.5
179,2021-12-06,673,669,28754.49,3893.34,7066.6,10.51,8,0,0,37.4,0.551,-4,Stage 1,0.864,5479.97,0.135,0,0,False,True,False,False,True,False,False,0.41945853164326974,1.8833333333333333,0.6408967944116801,0.41945853164326974,1986.01
180,2021-06-18,639,630,12342.74,5011.07,,4.37,17,0,0,43.1,,-9,Stage 1,0.906,5011.07,0.406,0,0,True,False,False,True,False,False,True,0.555687839503204,1.4083333333333332,0.6809729206825174,0.555687839503204,2522.84
181,2022-10-24,621,594,27022.57,19648.39,,9.95,23,0,0,26.7,,-27,Stage 1,0.809,19648.39,0.727,0,0,True,False,False,True,True,False,False,0.6573387835795513,2.775,0.9488023246014596,0.6573387835795513,10448.76
182,2021-05-23,583,546,16612.4,1661.24,,7.52,36,0,0,44.0,,-37,Stage 2,0.684,1661.24,0.1,0,1,True,False,False,False,False,True,False,0.7622279839196978,1.3333333333333335,0.8526960745792329,0.8526960745792329,968.91
183,2024-01-30,671,655,21174.46,17818.26,28620.55,9.39,10,1,0,11.2,0.623,-16,Stage 2,0.611,23219.4,0.841,0,0,False,False,False,True,False,True,False,0.4134236070882385,4.066666666666666,0.8857507666885244,0.8857507666885244,12566.19
184,2022-07-29,717,701,7383.36,2535.5,7044.38,8.94,3,0,0,29.6,0.36,-16,Stage 1,0.926,4789.94,0.343,0,0,False,False,False,True,False,False,True,0.20307698535029714,2.533333333333333,0.43732865064950055,0.20307698535029714,900.74
185,2022-04-20,581,549,1716.57,905.8,,10.67,55,0,0,32.9,,-32,Stage 2,0.943,905.8,0.528,0,1,True,False,False,True,False,False,True,0.8251986041879503,2.2583333333333333,0.9805278507081823,0.9805278507081823,837.54
186,2021-11-07,678,666,11145.94,5780.22,,15.71,4,0,0,38.4,,-12,Stage 1,0.901,5780.22,0.519,0,0,True,False,False,True,False,False,True,0.3549424353793574,1.8000000000000003,0.5457684975668023,0.3549424353793574,1848.53
187,2023-12-20,696,690,24764.25,19016.87,48848.01,15.06,8,0,0,12.6,0.389,-6,Stage 1,0.86,33932.44,0.768,0,0,False,True,False,False,False,False,True,0.3440777486841209,3.95,0.8109542849824078,0.3440777486841209,10040.84
188,2023-11-19,620,609,40856.85,26943.53,,11.45,27,0,0,13.6,,-11,Stage 1,0.404,26943.53,0.659,0,0,True,False,False,False,False,False,False,0.7087022351763641,3.8666666666666667,0.991512684981057,0.7087022351763641,7714.36
189,2022-06-15,765,767,10543.47,5728.54,,7.97,0,0,0,31.0,,2,Stage 1,0.451,5728.54,0.543,0,0,True,False,True,False,False,False,False,0.12693014832761518,2.4166666666666665,0.27966409402139447,0.12693014832761518,327.93
190,2023-09-18,656,639,21805.67,12639.25,,9.57,19,1,0,15.7,,-17,Stage 2,0.822,12639.25,0.58,0,0,True,False,False,True,True,False,False,0.49160025639220933,3.6916666666666664,0.9176984558501294,0.9176984558501294,9534.39
191,2021-03-14,673,649,7263.7,726.37,,7.81,13,0,0,46.3,,-24,Stage 1,0.695,726.37,0.1,0,0,True,True,False,False,False,True,False,0.3981206685553499,1.141666666666667,0.4398900782554662,0.3981206685553499,200.98
192,2024-11-18,670,666,9238.82,9033.93,16266.3,6.79,10,0,0,1.5,0.555,-4,Stage 1,0.635,12650.12,0.978,0,0,False,False,False,False,False,True,False,0.3707758163851539,4.875,0.8954855464927501,0.3707758163851539,2978.38
193,2023-05-19,573,552,12154.01,8505.55,19368.86,3.14,45,0,0,19.8,0.439,-21,Stage 2,0.837,13937.2,0.7,0,0,False,False,True,False,True,False,False,0.8422790903249687,3.3499999999999996,0.9979444451712388,0.9979444451712388,11641.46
194,2022-01-29,740,729,36003.13,14044.42,,8.32,1,0,0,35.6,,-11,Stage 1,0.818,14044.42,0.39,0,0,True,False,False,False,True,False,False,0.14136668111406228,2.033333333333333,0.26648488849220264,0.14136668111406228,1624.07
195,2022-04-26,622,608,21246.27,4406.18,,9.83,24,0,0,32.7,,-14,Stage 1,0.861,4406.18,0.207,0,0,True,True,False,False,True,False,False,0.6622571087865359,2.275,0.9153681872563046,0.6622571087865359,2512.42
196,2022-04-18,665,649,19121.84,11269.51,,10.83,12,0,0,33.0,,-16,Stage 1,0.426,11269.51,0.589,0,0,True,True,False,False,False,False,False,0.514760626283508,2.25,0.8034825702192994,0.514760626283508,2471.27
197,2021-11-09,715,716,34715.66,3471.57,8340.97,9.34,2,0,0,38.3,0.416,1,Stage 1,0.867,5906.27,0.1,0,0,False,True,False,False,True,False,False,0.2408629539514892,1.8083333333333336,0.3924542288247461,0.2408629539514892,1233.4
198,2023-08-10,767,761,6525.15,4269.47,7479.35,6.92,0,0,0,17.0,0.571,-6,Stage 1,0.661,5874.41,0.654,0,0,False,False,False,True,False,True,False,0.0929622357877779,3.583333333333333,0.29505120460726053,0.0929622357877779,360.97
199,2021-11-20,615,589,10456.55,1745.46,3619.54,7.51,19,0,0,37.9,0.482,-26,Stage 1,0.883,2682.5,0.167,0,0,False,True,False,False,True,False,False,0.6795005771107316,1.8416666666666668,0.877001866194972,0.6795005771107316,1609.5
200,2023-10-10,653,619,19229.55,11664.85,17785.28,11.77,18,0,0,15.0,0.656,-34,Stage 2,0.875,14725.06,0.607,0,1,False,False,True,False,False,False,True,0.4806378862366835,3.75,0.9142935520616007,0.9142935520616007,11780.15
201,2023-08-23,762,754,8142.8,6522.18,,3.87,0,0,0,16.6,,-8,Stage 1,0.646,6522.18,0.801,0,0,True,False,False,True,False,True,False,0.09667794467436946,3.6166666666666663,0.3076950226606572,0.09667794467436946,407.34
202,2021-03-28,707,712,10060.49,1006.05,,7.47,3,0,0,45.8,,5,Stage 1,0.692,1006.05,0.1,0,0,True,False,False,False,False,True,False,0.235017492955986,1.1833333333333336,0.2716821623594704,0.235017492955986,163.62
203,2021-12-25,720,737,15512.18,1551.22,,9.07,4,0,0,36.8,,17,Stage 1,0.685,1551.22,0.1,0,0,True,False,True,False,False,True,False,0.21645668458204828,1.9333333333333336,0.37599440196977496,0.21645668458204828,230.0
204,2022-11-26,616,597,12523.12,4929.42,13862.59,7.77,30,0,0,25.6,0.356,-19,Stage 2,0.456,9396.01,0.394,0,0,False,False,False,True,False,False,False,0.7164679984746065,2.8666666666666667,0.973035483341797,0.973035483341797,4169.05
205,2021-07-16,657,634,5009.96,501.0,,4.45,18,0,0,42.2,,-23,Stage 1,0.497,501.0,0.1,0,0,True,True,False,False,False,False,False,0.5395965345715235,1.483333333333333,0.6835375159293304,0.5395965345715235,134.36
