loan_id,loan_type,region,loan_purpose,origination_date,orig_credit_score,current_credit_score,original_balance,current_balance,credit_limit,interest_rate,days_past_due,watchlist_flag,default_flag,months_on_book,utilization,credit_score_change
258,revolving,West,auto,2024-06-25,572,509,14114.51,12477.76,28891.21,15.54,14,0,0,6.3,0.432,-63
259,term,West,home_improvement,2023-10-16,638,603,29665.56,17271.82,,8.89,9,0,0,14.8,,-35
260,revolving,West,home_improvement,2022-01-25,657,603,8095.23,5081.89,9551.74,9.83,13,0,0,35.7,0.532,-54
261,term,South,personal,2024-06-17,706,666,35141.57,30179.31,,7.51,11,0,0,6.6,,-40
262,term,South,personal,2022-09-13,696,664,12772.73,7710.33,,6.67,6,1,0,28.0,,-32
263,revolving,North,auto,2021-05-02,596,537,11274.63,1127.46,1710.83,10.54,13,0,0,44.7,0.659,-59
264,term,West,personal,2024-02-13,680,620,4704.14,3676.01,,10.43,10,0,0,10.8,,-60
265,revolving,South,debt_consolidation,2024-05-20,647,620,23847.53,19511.91,52137.3,5.07,7,0,0,7.5,0.374,-27
266,term,East,home_improvement,2023-09-30,665,661,20583.04,15422.48,,4.91,10,0,0,15.3,,-4
267,term,West,debt_consolidation,2021-09-01,684,673,27742.95,2774.29,,11.87,10,0,0,40.6,,-11
268,term,East,debt_consolidation,2021-09-09,756,691,19746.72,1974.67,,6.7,1,0,0,40.3,,-65
269,term,South,home_improvement,2024-06-09,652,614,2161.57,1974.53,,9.43,7,0,0,6.9,,-38
270,term,North,personal,2022-10-08,780,761,13410.85,2621.2,,9.87,0,0,0,27.2,,-19
271,term,North,personal,2022-10-21,601,585,20039.22,5324.74,,9.5,12,0,0,26.8,,-16
272,term,South,debt_consolidation,2021-09-02,627,597,10004.21,2819.13,,8.26,12,0,1,40.6,,-30
273,term,East,home_improvement,2021-04-17,674,647,10926.94,1092.69,,10.93,10,0,0,45.2,,-27
274,term,East,personal,2024-07-09,609,580,22459.84,18519.14,,12.58,12,0,0,5.9,,-29
275,revolving,South,home_improvement,2024-06-12,600,531,13595.35,11677.96,32061.75,9.0,12,0,0,6.8,0.364,-69
276,term,East,debt_consolidation,2021-01-05,684,645,11717.33,2612.87,,4.83,12,0,0,48.6,,-39
277,term,West,debt_consolidation,2021-07-13,600,573,2399.87,239.99,,5.61,18,0,0,42.3,,-27
278,term,West,auto,2023-12-08,622,593,4819.42,3507.01,,13.25,11,0,0,13.0,,-29
279,term,East,home_improvement,2024-05-06,675,621,26786.75,21958.16,,6.65,9,0,0,8.0,,-54
280,revolving,South,home_improvement,2024-03-11,782,757,15487.88,12756.98,32657.05,11.85,0,0,0,9.9,0.391,-25
281,term,North,personal,2024-01-07,668,647,19736.61,12879.05,,4.97,10,0,0,12.0,,-21
282,term,North,auto,2024-10-05,687,653,20952.23,19448.45,,5.23,13,0,0,2.9,,-34
283,term,North,home_improvement,2024-04-06,611,577,2070.34,1592.94,,10.3,10,0,0,9.0,,-34
284,term,South,auto,2022-11-01,617,556,8075.01,5526.42,,6.83,8,0,0,26.4,,-61
285,term,South,auto,2024-01-04,542,510,26711.66,18983.71,,12.96,17,0,0,12.1,,-32
286,term,West,personal,2022-08-13,620,593,11939.89,5399.55,,8.93,16,0,0,29.1,,-27
287,term,East,debt_consolidation,2024-11-30,725,693,1529.25,1488.26,,6.31,6,0,0,1.1,,-32
288,term,North,home_improvement,2023-06-18,645,614,1957.91,1253.72,,5.23,15,0,0,18.8,,-31
289,term,East,auto,2022-02-17,689,650,3138.85,313.88,,14.59,11,0,0,35.0,,-39
290,revolving,East,auto,2021-02-17,693,648,6666.4,666.64,1097.73,8.42,8,0,0,47.1,0.607,-45
291,term,South,home_improvement,2024-06-15,724,704,22711.67,20833.58,,8.73,4,0,0,6.7,,-20
292,term,South,home_improvement,2022-06-04,779,746,42740.05,4274.0,,8.34,0,0,0,31.4,,-33
293,term,East,home_improvement,2022-11-20,716,696,18814.24,4392.4,,9.64,6,0,0,25.8,,-20
294,revolving,North,debt_consolidation,2024-03-04,665,675,1000.0,744.59,2127.59,9.68,13,0,0,10.1,0.35,10
295,term,West,debt_consolidation,2024-12-02,727,704,16956.05,16474.2,,9.09,2,0,0,1.0,,-23
296,revolving,South,home_improvement,2023-02-06,698,677,4559.62,3347.62,8086.88,3.79,6,0,0,23.2,0.414,-21
297,term,North,auto,2022-08-19,545,506,21213.88,12392.65,,11.21,20,0,0,28.9,,-39
298,term,South,debt_consolidation,2023-12-24,608,545,26009.88,17631.51,,8.23,16,0,0,12.5,,-63
299,revolving,West,auto,2024-03-02,666,628,15065.37,12236.05,22693.54,12.17,5,0,0,10.2,0.539,-38
300,term,West,personal,2024-05-06,644,577,33853.68,26417.38,,13.92,17,0,0,8.0,,-67
301,revolving,West,home_improvement,2022-04-21,672,654,10776.92,4428.2,11044.24,8.96,16,0,1,32.9,0.401,-18
302,revolving,East,auto,2021-03-31,534,482,53483.53,5348.35,9626.78,9.53,21,0,0,45.7,0.556,-52
303,term,East,auto,2022-09-13,730,701,10221.58,2664.6,,8.03,3,0,0,28.0,,-29
304,term,West,home_improvement,2021-12-07,676,643,10143.99,5597.0,,5.05,13,0,0,37.4,,-33
305,term,West,debt_consolidation,2022-03-07,752,729,35205.16,7070.9,,13.32,4,0,0,34.4,,-23
306,revolving,East,home_improvement,2024-10-19,681,673,9864.55,9618.79,28271.47,7.82,9,0,0,2.5,0.34,-8
307,revolving,West,personal,2024-12-19,692,643,21854.48,21586.51,52450.35,9.64,5,0,0,0.4,0.412,-49
308,term,East,debt_consolidation,2024-12-26,617,579,8875.94,8733.72,,3.83,20,0,0,0.2,,-38
309,term,West,auto,2021-11-14,607,543,3013.13,1224.97,,5.7,11,0,0,38.1,,-64
310,term,West,auto,2024-01-14,687,671,6361.97,4740.96,,3.0,6,0,0,11.8,,-16
311,revolving,West,auto,2023-01-08,680,629,3612.23,1939.51,5086.25,9.44,11,0,1,24.1,0.381,-51
312,revolving,East,auto,2022-12-07,581,555,14812.1,9580.22,27508.96,6.28,18,0,0,25.2,0.348,-26
313,term,West,personal,2022-09-10,736,717,27585.44,10777.65,,7.58,0,0,0,28.1,,-19
314,term,East,home_improvement,2023-05-22,682,645,6622.55,3758.51,,9.42,12,0,1,19.7,,-37
315,revolving,North,home_improvement,2022-10-18,649,636,39982.63,24791.01,56443.55,4.39,9,0,0,26.9,0.439,-13
316,revolving,North,debt_consolidation,2022-11-06,627,612,4018.93,2897.76,5802.25,7.35,11,0,0,26.2,0.499,-15
317,term,East,home_improvement,2022-11-20,725,698,4654.56,1188.18,,9.7,3,0,0,25.8,,-27
318,term,West,debt_consolidation,2021-08-30,638,606,11212.83,1121.28,,9.39,15,0,0,40.7,,-32
319,term,South,debt_consolidation,2022-08-11,694,650,10546.34,5856.06,,3.0,11,0,0,29.1,,-44
320,revolving,South,home_improvement,2023-04-02,669,662,4127.65,1653.59,3148.11,10.28,13,0,0,21.3,0.525,-7
321,term,West,debt_consolidation,2022-06-19,648,618,32631.01,3263.1,,5.59,14,0,0,30.9,,-30
322,term,South,auto,2024-06-11,602,593,8101.75,7087.71,,9.56,8,0,1,6.8,,-9
323,revolving,East,debt_consolidation,2024-01-31,758,760,11835.46,7928.59,23157.17,9.61,1,0,0,11.2,0.342,2
324,revolving,East,personal,2021-01-14,619,584,9457.56,1187.44,2790.49,13.12,7,0,0,48.3,0.426,-35
325,term,West,home_improvement,2024-01-26,628,573,18790.69,14707.47,,8.99,20,0,1,11.4,,-55
326,term,South,home_improvement,2024-04-14,760,742,19228.51,15062.51,,7.62,2,0,0,8.7,,-18
327,revolving,North,auto,2023-10-27,673,634,14786.12,10492.2,25680.51,5.93,7,0,0,14.4,0.409,-39
328,term,West,home_improvement,2021-10-31,699,671,32100.55,11297.69,,10.07,7,0,0,38.6,,-28
329,revolving,North,home_improvement,2022-11-09,770,764,7032.6,3300.72,7061.73,4.59,0,0,0,26.1,0.467,-6
330,term,West,auto,2021-09-02,769,773,18101.49,3161.66,,6.71,0,0,0,40.6,,4
331,term,North,personal,2022-06-27,647,610,5452.1,3781.2,,3.0,8,0,0,30.6,,-37
332,revolving,South,debt_consolidation,2022-11-29,749,769,10108.44,5366.8,15711.38,4.5,3,0,0,25.5,0.342,20
333,revolving,East,auto,2023-11-07,583,531,3902.43,3112.14,8769.75,11.79,19,1,0,14.0,0.355,-52
334,term,South,personal,2023-10-04,574,530,1313.12,905.96,,6.38,15,0,1,15.2,,-44
335,revolving,North,debt_consolidation,2021-09-26,682,673,8424.99,842.5,1892.46,7.99,8,0,0,39.8,0.445,-9
336,revolving,North,personal,2024-06-18,674,632,5153.77,4169.79,8769.6,6.18,3,0,0,6.6,0.475,-42
337,term,West,personal,2023-09-08,718,711,10089.75,7835.93,,12.09,2,1,0,16.0,,-7
338,revolving,North,auto,2021-06-24,712,691,21661.56,10331.97,15984.03,7.83,8,0,0,42.9,0.646,-21
339,term,East,auto,2022-04-14,721,691,20941.61,2094.16,,9.09,2,0,0,33.1,,-30
340,term,East,debt_consolidation,2022-06-02,776,777,13245.06,6622.09,,6.62,0,0,0,31.5,,1
341,term,South,home_improvement,2021-01-10,797,769,8674.15,867.41,,14.97,0,0,0,48.4,,-28
342,term,East,auto,2022-07-24,732,715,24817.09,12970.44,,4.91,6,1,0,29.7,,-17
343,term,East,debt_consolidation,2022-07-06,678,676,14514.5,7687.84,,7.37,7,0,0,30.3,,-2
344,revolving,West,auto,2022-06-10,667,614,7887.23,3280.57,6310.84,13.22,15,0,0,31.2,0.52,-53
345,revolving,West,personal,2022-10-25,679,651,15760.02,9399.67,17519.27,8.5,12,0,0,26.6,0.537,-28
346,term,North,home_improvement,2022-10-17,645,641,12454.74,5101.96,,10.32,10,0,0,26.9,,-4
347,term,South,home_improvement,2021-10-24,735,711,4299.22,429.92,,10.88,2,0,0,38.8,,-24
348,term,West,auto,2022-10-02,742,705,11608.92,6402.5,,10.6,1,0,0,27.4,,-37
349,term,West,auto,2024-11-01,641,641,22137.57,21139.65,,12.29,8,0,0,2.0,,0
350,term,West,auto,2021-12-09,670,656,3484.36,839.59,,11.34,6,1,0,37.3,,-14
351,term,North,auto,2021-08-29,573,539,12431.7,3524.67,,3.16,22,0,1,40.7,,-34
352,term,East,personal,2022-07-17,674,649,21994.59,10992.94,,11.18,15,0,0,30.0,,-25
353,revolving,South,home_improvement,2021-04-20,682,641,14383.83,1438.38,3295.21,7.86,10,1,0,45.1,0.437,-41
354,revolving,East,personal,2023-10-17,613,586,43025.11,27499.52,71173.97,10.49,13,0,0,14.7,0.386,-27
355,term,West,home_improvement,2022-01-16,648,647,4012.43,1077.81,,5.47,7,1,0,36.0,,-1
356,term,West,home_improvement,2024-05-31,610,570,11921.88,10857.51,,11.3,17,1,0,7.2,,-40
357,revolving,West,home_improvement,2023-06-05,585,555,23400.33,10879.16,19622.28,7.69,19,0,1,19.2,0.554,-30
358,term,West,personal,2022-06-02,768,764,9318.27,3753.07,,7.59,0,0,0,31.5,,-4
359,revolving,East,home_improvement,2022-09-16,585,550,9905.08,6291.53,15258.36,11.56,9,0,1,27.9,0.412,-35
360,term,West,personal,2024-05-13,686,647,1950.82,1612.34,,7.33,8,0,0,7.8,,-39
361,revolving,South,home_improvement,2023-03-07,738,709,20812.67,14688.4,26885.02,9.02,4,0,0,22.2,0.546,-29
362,term,West,personal,2024-03-13,765,741,13045.63,10201.69,,9.41,1,0,0,9.8,,-24
363,term,South,home_improvement,2022-06-13,616,574,18850.77,7605.15,,9.76,9,0,1,31.1,,-42
364,term,North,personal,2024-04-12,756,745,34127.26,30420.9,,8.03,3,0,0,8.8,,-11
365,revolving,South,debt_consolidation,2023-01-31,689,626,22437.81,14644.12,39815.81,8.0,3,0,0,23.4,0.368,-63
366,term,North,debt_consolidation,2023-05-29,714,698,11125.54,7352.37,,7.5,3,0,0,19.4,,-16
367,term,North,debt_consolidation,2022-04-24,785,757,2970.17,1405.62,,11.62,0,0,0,32.8,,-28
368,term,South,auto,2021-01-10,716,681,16243.65,1624.36,,9.45,4,0,0,48.4,,-35
369,term,North,debt_consolidation,2024-03-28,624,586,8412.51,7230.71,,11.89,15,0,0,9.3,,-38
370,term,East,debt_consolidation,2022-07-25,556,491,13730.83,1951.07,,11.26,17,0,0,29.7,,-65
371,revolving,South,debt_consolidation,2024-06-11,718,687,36701.42,31254.61,63589.44,11.01,5,0,0,6.8,0.492,-31
372,revolving,East,personal,2021-05-14,704,673,2898.73,289.87,812.8,7.51,8,1,0,44.3,0.357,-31
373,term,East,debt_consolidation,2024-10-21,632,612,13075.85,12392.31,,9.24,1,1,0,2.4,,-20
374,revolving,North,auto,2023-05-23,691,661,11386.01,8285.72,19657.3,3.2,6,0,0,19.6,0.422,-30
375,term,East,personal,2022-10-23,598,547,29354.09,13469.02,,4.46,17,0,0,26.7,,-51
376,revolving,West,auto,2024-03-22,701,676,17233.73,12447.21,21444.1,3.0,7,0,0,9.5,0.58,-25
377,term,North,debt_consolidation,2022-02-27,599,568,4524.19,2252.19,,8.02,19,1,0,34.6,,-31
378,term,East,auto,2022-07-02,752,724,17460.74,5997.45,,12.86,3,0,0,30.5,,-28
379,revolving,North,debt_consolidation,2024-03-31,806,808,10332.4,8913.59,23294.02,10.91,0,0,0,9.2,0.383,2
380,term,East,personal,2021-11-24,697,655,11102.53,2695.83,,6.89,4,0,0,37.8,,-42
381,term,North,home_improvement,2021-01-14,703,678,31712.88,7822.64,,13.09,3,0,0,48.3,,-25
382,term,North,home_improvement,2021-02-18,715,698,19823.49,4351.97,,8.29,9,0,0,47.1,,-17
383,revolving,West,home_improvement,2024-09-28,696,685,7174.92,6508.73,11297.74,13.43,5,0,0,3.2,0.576,-11
384,term,South,home_improvement,2022-08-19,614,565,4230.24,2021.93,,4.11,15,0,0,28.9,,-49
385,term,North,home_improvement,2022-07-26,764,752,34612.43,21380.23,,9.1,0,0,0,29.7,,-12
386,term,West,home_improvement,2021-12-10,707,687,3916.47,2428.97,,5.96,5,0,0,37.3,,-20
387,term,North,personal,2022-04-06,713,675,10474.81,1047.48,,8.62,4,0,0,33.4,,-38
388,term,West,auto,2022-11-04,740,730,19482.2,7388.3,,3.55,1,1,0,26.3,,-10
389,revolving,South,personal,2022-11-05,737,710,5872.72,4282.3,10701.51,6.93,4,1,0,26.3,0.4,-27
390,term,South,auto,2023-02-01,754,729,4492.75,2342.67,,11.77,0,0,0,23.3,,-25
391,term,West,debt_consolidation,2023-03-11,707,688,15775.71,11076.67,,10.63,4,0,0,22.1,,-19
392,term,West,debt_consolidation,2024-06-11,628,600,6370.14,5383.58,,10.57,20,0,0,6.8,,-28
393,revolving,North,auto,2024-08-01,705,670,31949.73,27529.54,47795.24,8.65,2,0,0,5.1,0.576,-35
394,term,North,personal,2023-05-20,678,624,6392.83,4515.77,,7.21,8,0,0,19.7,,-54
395,term,West,debt_consolidation,2023-08-31,627,597,38963.11,31974.48,,8.23,18,0,0,16.3,,-30
396,term,East,auto,2022-09-30,767,740,2317.42,1446.61,,10.28,1,0,0,27.5,,-27
397,revolving,East,debt_consolidation,2023-01-23,670,642,18601.96,9329.91,25921.25,10.7,5,0,0,23.6,0.36,-28
398,term,West,debt_consolidation,2022-12-12,693,663,13863.39,6303.09,,4.26,7,0,0,25.0,,-30
399,term,South,debt_consolidation,2024-09-12,636,607,10639.12,9690.42,,9.34,13,0,0,3.7,,-29
400,revolving,North,personal,2022-04-22,676,628,11371.52,4008.8,9398.01,10.12,13,0,0,32.8,0.427,-48
401,revolving,West,personal,2023-05-22,735,710,10787.42,5104.64,12724.69,6.95,1,0,0,19.7,0.401,-25
402,term,East,home_improvement,2021-05-22,802,779,34535.3,4985.9,,10.64,0,0,0,44.0,,-23
403,term,East,auto,2023-10-11,592,559,19239.88,14980.0,,5.68,16,0,0,14.9,,-33
404,term,North,home_improvement,2022-05-23,681,650,19879.72,3201.2,,9.95,10,0,0,31.8,,-31
405,revolving,South,personal,2021-01-07,492,454,9666.26,966.63,1594.5,3.0,19,0,0,48.5,0.606,-38
406,term,South,personal,2023-04-29,654,589,18957.2,12939.6,,7.4,3,0,0,20.4,,-65
407,term,West,auto,2024-03-30,687,647,3136.98,2607.09,,6.91,6,0,0,9.2,,-40
408,revolving,West,home_improvement,2021-01-22,689,670,23566.26,9045.49,22084.32,13.0,7,0,1,48.0,0.41,-19
409,term,East,home_improvement,2024-07-17,778,753,10336.22,9660.54,,7.99,0,0,0,5.6,,-25
410,term,West,auto,2023-08-08,666,660,7045.0,4991.03,,5.93,6,0,0,17.1,,-6
411,revolving,South,personal,2024-02-27,773,765,3278.3,2846.49,8035.95,12.02,0,0,0,10.3,0.354,-8
412,revolving,East,personal,2023-08-26,694,672,13682.53,10842.61,21985.85,9.16,7,0,0,16.5,0.493,-22
413,term,East,auto,2021-02-10,649,593,1528.83,152.88,,9.85,16,0,0,47.4,,-56
414,term,South,auto,2023-06-23,691,689,3411.42,2126.14,,7.05,8,0,0,18.6,,-2
415,term,North,auto,2023-04-29,687,651,4778.49,3152.24,,13.23,7,0,0,20.4,,-36
416,term,West,home_improvement,2023-12-05,691,671,21103.26,17510.56,,7.98,6,0,0,13.1,,-20
417,term,West,auto,2024-03-05,638,588,18392.09,13717.64,,8.08,14,0,0,10.1,,-50
418,term,East,personal,2023-06-04,637,620,21529.51,11556.67,,10.18,13,0,0,19.2,,-17
419,term,East,auto,2021-05-14,748,729,25005.74,2537.42,,10.48,1,0,0,44.3,,-19
420,term,West,home_improvement,2022-03-11,743,732,11377.33,3512.34,,16.09,1,0,0,34.2,,-11
421,term,North,debt_consolidation,2021-08-24,630,613,6170.08,2565.36,,12.31,8,0,0,40.9,,-17
422,term,West,debt_consolidation,2023-09-17,671,654,19361.7,13773.19,,9.72,4,1,0,15.7,,-17
423,term,East,home_improvement,2023-03-02,702,670,41280.22,24816.67,,5.86,7,0,0,22.4,,-32
424,term,North,debt_consolidation,2021-03-01,728,701,4226.27,1930.91,,5.81,2,0,0,46.7,,-27
425,term,North,auto,2021-10-24,691,658,15981.92,1598.19,,9.15,12,0,0,38.8,,-33
426,term,North,debt_consolidation,2023-11-04,749,741,7301.37,4725.76,,14.48,2,0,0,14.1,,-8
427,term,South,debt_consolidation,2023-03-06,675,650,10619.76,7135.72,,13.09,0,0,0,22.2,,-25
428,revolving,East,debt_consolidation,2024-05-03,772,738,32783.09,26176.92,72268.67,10.5,1,0,0,8.1,0.362,-34
429,term,East,personal,2021-05-20,833,845,5969.52,3034.63,,4.57,0,0,0,44.1,,12
430,term,East,auto,2024-02-05,684,662,11176.82,7910.79,,5.91,7,0,0,11.0,,-22
431,term,North,debt_consolidation,2023-08-21,702,692,7653.17,5591.66,,7.87,3,0,0,16.6,,-10
432,revolving,South,debt_consolidation,2023-12-25,623,577,16853.95,11543.66,26653.24,8.8,12,0,0,12.4,0.433,-46
433,term,East,home_improvement,2022-09-27,669,654,32561.97,9209.11,,7.76,8,0,0,27.6,,-15
434,term,East,debt_consolidation,2022-10-20,690,677,4512.64,2214.94,,12.53,8,0,1,26.8,,-13
435,term,East,personal,2022-01-18,721,718,14882.34,4590.74,,13.15,4,0,0,36.0,,-3
436,term,West,home_improvement,2021-05-30,667,623,2750.99,275.1,,7.8,13,0,0,43.7,,-44
437,term,West,debt_consolidation,2024-10-17,724,683,10223.39,9800.46,,7.65,3,0,0,2.5,,-41
438,term,South,home_improvement,2023-02-21,657,637,17811.52,6568.04,,7.86,13,0,0,22.7,,-20
439,term,West,home_improvement,2021-02-10,740,710,4371.64,855.52,,7.62,7,0,0,47.4,,-30
440,revolving,North,auto,2024-07-11,704,696,27994.34,24060.0,58543.58,10.17,4,0,0,5.8,0.411,-8
441,revolving,South,debt_consolidation,2022-01-06,702,709,5919.24,1199.52,2531.91,8.1,6,1,0,36.4,0.474,7
442,term,South,home_improvement,2022-04-08,652,617,4101.18,1952.03,,12.21,11,0,0,33.3,,-35
443,term,West,debt_consolidation,2024-11-14,674,640,8527.04,8228.09,,8.33,4,0,0,1.6,,-34
444,revolving,North,auto,2023-04-19,657,617,6277.78,3467.43,6637.38,6.67,4,0,1,20.8,0.522,-40
445,term,West,auto,2021-12-18,732,708,13090.79,7021.53,,9.02,2,0,0,37.0,,-24
446,revolving,South,auto,2021-05-03,598,574,34068.17,3406.82,8305.3,8.47,25,0,0,44.6,0.41,-24
447,revolving,North,home_improvement,2024-11-17,637,603,5109.88,4938.45,12270.39,9.09,10,0,0,1.5,0.402,-34
448,term,South,home_improvement,2021-12-06,752,759,4008.14,595.34,,8.26,0,0,0,37.4,,7
449,term,West,home_improvement,2022-07-08,691,683,19881.4,10051.23,,3.0,7,0,0,30.3,,-8
450,term,South,personal,2022-07-05,753,739,9976.18,4235.46,,7.06,2,0,0,30.4,,-14
451,term,West,personal,2021-03-07,729,706,33431.74,3343.17,,11.62,6,0,0,46.5,,-23
452,revolving,South,personal,2023-12-24,735,684,3935.37,2704.25,7579.96,7.41,2,0,0,12.5,0.357,-51
453,term,East,debt_consolidation,2024-04-27,705,703,8892.71,7079.03,,3.46,6,0,0,8.3,,-2
454,term,North,personal,2024-04-04,640,606,8348.73,6336.71,,9.29,20,0,0,9.1,,-34
455,term,North,debt_consolidation,2024-09-07,684,672,1273.18,1148.54,,11.7,7,0,0,3.9,,-12
456,term,East,personal,2023-09-02,605,569,7531.29,4644.84,,13.94,12,0,0,16.2,,-36
457,term,South,home_improvement,2024-11-19,670,613,12767.82,12474.05,,11.14,8,0,1,1.4,,-57
458,term,West,home_improvement,2021-09-16,647,613,7697.8,769.78,,12.1,13,0,0,40.1,,-34
459,term,East,debt_consolidation,2022-10-11,568,541,6534.84,3064.24,,11.43,17,0,0,27.1,,-27
460,revolving,East,home_improvement,2022-07-09,705,659,25568.29,7780.01,16590.31,9.45,6,0,0,30.2,0.469,-46
461,term,South,auto,2022-03-23,699,682,9767.26,4437.81,,5.58,6,0,0,33.8,,-17
462,term,South,debt_consolidation,2022-09-13,755,738,11392.6,2284.19,,8.69,3,1,0,28.0,,-17
463,term,North,auto,2023-09-30,606,552,56414.71,46519.91,,11.06,11,0,0,15.3,,-54
464,revolving,East,home_improvement,2023-06-25,744,716,6726.21,3091.45,7664.13,9.17,4,0,1,18.5,0.403,-28
465,term,South,debt_consolidation,2021-12-23,540,484,21928.6,2192.86,,12.5,27,0,0,36.8,,-56
466,term,North,home_improvement,2024-09-29,671,644,25610.79,23421.05,,9.71,9,0,0,3.1,,-27
467,term,West,home_improvement,2023-06-10,798,761,2549.2,1992.74,,7.96,0,0,0,19.0,,-37
468,term,South,home_improvement,2021-02-01,678,677,15609.99,1561.0,,10.27,9,0,0,47.7,,-1
469,revolving,North,auto,2023-12-28,635,602,26546.96,18165.55,37657.2,6.7,12,1,0,12.3,0.482,-33
470,term,North,auto,2024-02-01,674,648,11207.11,7700.15,,9.2,4,0,0,11.2,,-26
471,term,North,home_improvement,2022-10-09,730,720,4542.68,1338.63,,8.17,2,0,0,27.2,,-10
472,revolving,South,home_improvement,2024-04-11,663,625,10387.18,9366.33,24239.48,5.85,14,0,0,8.8,0.386,-38
473,revolving,West,home_improvement,2023-04-08,703,680,1000.0,622.54,1271.18,11.2,10,0,0,21.1,0.49,-23
474,term,South,debt_consolidation,2022-02-17,702,680,27222.07,11771.03,,6.18,6,0,0,35.0,,-22
475,term,North,personal,2023-12-24,712,676,17461.65,11961.0,,9.8,5,0,0,12.5,,-36
476,revolving,East,debt_consolidation,2023-05-24,742,711,19376.5,13821.27,30294.47,7.88,5,0,0,19.6,0.456,-31
477,revolving,East,home_improvement,2021-06-23,798,793,20258.92,5512.99,16369.22,9.95,0,0,0,42.9,0.337,-5
478,revolving,East,debt_consolidation,2021-04-02,685,654,30546.06,5071.87,13412.02,9.12,9,1,0,45.7,0.378,-31
479,term,North,home_improvement,2021-07-31,699,669,4636.93,2084.4,,7.22,16,0,0,41.7,,-30
480,term,East,home_improvement,2024-04-08,608,600,17572.86,13153.19,,8.89,16,0,0,8.9,,-8
481,term,West,personal,2022-03-22,736,738,7123.33,4266.22,,9.22,1,0,0,33.9,,2
482,term,South,personal,2023-10-15,761,730,1531.1,1020.47,,12.79,2,0,0,14.8,,-31
483,term,East,home_improvement,2021-01-30,721,693,13950.4,1395.04,,14.54,2,0,0,47.7,,-28
484,term,North,personal,2021-10-14,596,582,4552.14,961.4,,6.04,9,0,0,39.2,,-14
485,term,West,personal,2022-11-12,655,651,8847.44,3074.17,,6.99,7,0,0,26.0,,-4
486,term,North,debt_consolidation,2022-06-18,683,671,10751.8,3668.34,,3.0,10,0,0,30.9,,-12
487,term,East,auto,2024-01-02,628,608,37207.08,25584.88,,5.5,12,1,0,12.2,,-20
488,term,West,home_improvement,2021-01-09,808,788,15488.64,5185.05,,6.19,0,0,0,48.4,,-20
489,term,North,auto,2021-06-08,704,662,14193.19,7997.17,,3.0,5,0,0,43.4,,-42
490,revolving,South,home_improvement,2021-05-24,735,706,8472.54,2669.5,5082.66,4.18,3,0,0,43.9,0.525,-29
491,revolving,West,debt_consolidation,2023-03-14,736,719,28669.85,14789.37,40108.76,8.14,9,0,0,22.0,0.369,-17
492,term,North,home_improvement,2023-07-07,686,657,7053.55,5317.96,,7.44,6,0,0,18.1,,-29
493,revolving,South,personal,2023-01-20,607,543,9057.01,4078.56,11251.56,7.66,19,0,0,23.7,0.362,-64
494,term,East,home_improvement,2021-04-28,727,705,37340.11,19618.64,,6.39,4,0,0,44.8,,-22
495,revolving,West,personal,2023-09-18,800,800,3293.01,1833.8,4449.56,17.4,0,0,0,15.7,0.412,0
496,term,South,debt_consolidation,2021-05-21,657,665,4489.97,449.0,,10.12,14,0,0,44.0,,8
497,term,West,personal,2023-01-02,646,603,9491.59,3714.95,,8.85,11,1,0,24.3,,-43
